Criterion,Intent
Small cell prostate cancer,cancertype
Small lymphocytic lymphoma,cancertype
Small lymphocytic lymphoma (SLL),cancertype
Soft tissue sarcomas including but not limited to Ewing's sarcoma and Rhabdomyosarcoma,cancertype
Subjects must have CLL or SLL,cancertype
Subjects that have breast cancer,cancertype
Subjects that have colorectal cancer,cancertype
Subjects with ALL,cancertype
Subjects with lymphoma,cancertype
Subjects with Myelodysplastic Syndrome (MDS):,cancertype
Subjects without a diagnosis of prostate cancer,cancertype
Suspected malignancy of prostate cancer,cancertype
Symptoms clinically consistent with lung cancer.,cancertype
Synchronous contra-lateral lung cancer,cancertype
The diagnosis of DLBCL/HGBCL and assessment of DEL/DHL will be performed per standardized guidelines at local institutions and patients will be enrolled based on local determination,cancertype
Thyroid Carcinoma,cancertype
transformation to acute leukemia,cancertype
Uncommon or rare subtypes of breast cancer.,cancertype
Urothelial Bladder Cancer Expansion Cohort,cancertype
Uveal or ocular malignant melanoma,cancertype
Waldenstr??m's macroglobulinemia,cancertype
Waldenstrom's macroglobulinemia,cancertype
"A marked baseline prolongation of QT/QTc interval (e.g., repeated demonstration of a QTc interval > 480 milliseconds (ms) (CTCAE grade 1) using Fredericia's QT correction formula (i.e., QTcF).",cardio
"Active coronary artery disease requiring treatment, myocardial infarction within the prior year, New York Heart Association grade III or greater congestive heart failure, cerebro-vascular attack within the prior year, or current serious cardiac arrhythmia requiring medication except atrial fibrillation.",cardio
"Active heart disease including but not limited to symptomatic congestive heart failure (NYHA class 3 or 4), symptomatic coronary artery disease, symptomatic angina pectoris, or symptomatic myocardial infarction.",cardio
Active heart failure of New York Heart Association (NYHA) Functional Capacity Class III or IV or Objective Assessment C or D (Section 21.8),cardio
"Active uncontrolled cardiac disease, including cardiomyopathy, congestive heart failure (New York Heart Association functional classification of >= 2), unstable angina (symptomatic angina pectoris within the past 180 days that required the initiation of or increase in anti-anginal medication or other intervention), myocardial infarction within 12 months of enrollment, or ventricular arrhythmia (except for benign premature ventricular contractions). For patients with lung cancer, the following are additionally excluded: conduction abnormality requiring a pacemaker; supraventricular and/or nodal arrhythmias not controlled with medication; valvular disease with documented compromise in cardiac function; symptomatic pericarditis; any history of myocardial infarction documented by elevated cardiac enzymes or persistent regional wall abnormalities on assessment of LV function; any history of documented congestive heart failure and/or cardiomyopathy.",cardio
Acute myocardial infarction prior to registration,cardio
Acute myocardial infarction within six months of the signing the ICF.,cardio
"Adverse cardiac history (unstable angina, myocardial infarction less than 4 months, New York Heart Association [NYHA] class III or IV congestive heart failure [CHF], ejection fraction [EF] < 40%, uncontrolled arrhythmias).",cardio
"Angina pectoris requiring anti-anginal medication, serious cardiac arrhythmia not controlled by adequate medication, severe conduction abnormality, or clinically significant valvular disease",cardio
"Any condition (in the past 3 months) that would interfere with the determination of safety or efficacy of entrectinib: myocardial infarction, unstable angina, coronary/peripheral artery bypass graft, symptomatic congestive heart failure, cerebrovascular accident or transient ischemic attack, stroke, symptomatic bradycardia, or uncontrolled arrhythmias requiring medication.",cardio
"Any history of clinically relevant coronary artery disease or myocardial infarction within the last 3 years, New York Heart Association (NYHA) grade III or greater congestive heart failure, cerebro-vascular attack within the prior year, or current serious cardiac arrhythmia requiring medication except atrial fibrillation.",cardio
"Any of the following cardiovascular events within 6 months prior to study entry: myocardial infarction, malignant hypertension, severe/unstable angina, symptomatic congestive heart failure, cerebral vascular accident, or transient ischemic attack",cardio
Arterial thrombotic or embolic events such as cerebrovascular accident (including ischemic attacks) or hemoptysis within 6 months before start of study drug.,cardio
Atrial fibrillation documented within 2 weeks prior to first dose of study drug,cardio
Atrial fibrillation on anti-coagulants,cardio
Atrial fibrillation or other cardiac arrhythmia requiring therapy.,cardio
Atrial fibrillation/flutter,cardio
"Baseline ECG QTc > 470 msec (applying Fridericia correction), defined as the average of individual baseline ECGs.",cardio
Baseline prolongation of QT/QTc interval (repeated demonstration of QTc >= 450 msec for men and 470 msec for women),cardio
Baseline prolongation of the rate-corrected QT interval based on repeated demonstration of QTcF > 450 ms in males or > 470 ms in females or history of long QT interval corrected (QTc) syndrome.,cardio
Baseline QTc exceeding 450 msec (using the Bazett's formula) and/or patients receiving class 1A or class III antiarrythmic agents.,cardio
Baseline QTC interval >= 500 ms (on EKG).,cardio
Cardiac arrhythmia,cardio
Cardiac arrhythmia (Grade 2 or higher [NCI CTCAE version 4.03]) or clinically significant ECG abnormalities,cardio
Cardiac arrhythmias requiring anti-arrhythmic medications (Subjects with rate controlled atrial fibrillation for > 1 month prior to first dose of study treatment are eligible).,cardio
Cardiac disease (history of and/or active disease) that would preclude the use of the drugs included in the treatment regimens; this includes but is not confined to:,cardio
Cardiac disease that would preclude the use of any of the drugs included in the GI002 treatment regimen. This includes but is not limited to:,cardio
"Cardiac or cardiac repolarization abnormality, including any of the following:",cardio
"Cardiac syncope, uncompensated NYHA Class 3 or 4 congestive heart failure, myocardial infarction within the previous six months, unstable angina pectoris, clinically significant repetitive ventricular arrhythmias despite antiarrhythmic treatment, severe orthostatic hypotension, or clinically important autonomic disease",cardio
"Cardiovascular disease including unstable angina, therapy for life-threatening ventricular arrhythmia, or myocardial infarction, stroke, or congestive heart failure within the last 6 months.",cardio
Cardiovascular disorders including:,cardio
Clarification: Subjects with atrial fibrillation controlled for > 30 days prior to dosing are eligible,cardio
Class II-IV heart failure (as defined by New York Heart Association) or a cardiac ejection fraction measurement of less than 50% at baseline,cardio
"Clinically severe cardiovascular disease (e.g., uncontrolled congestive heart failure, uncontrolled angina, history of myocardial infarction within the 6 months, unstable angina or stroke within 30 days of study entry, uncontrolled hypertension or clinically significant arrhythmias not controlled by medication).",cardio
Clinically significant cardiac disease defined by CHF NewYork Heart Association (NYHA) > Class 1; uncontrolledclinically significant arrhythmia in last 6 months; AcuteCoronary Syndrome (ACS) (angina or myocardial infarction) inlast 6 months,cardio
"Clinically significant cardiac illness including New York Heart Association (NYHA) Class III or Class IV heart failure (Appendix III), unstable angina pectoris, myocardial infarction within the past 6 months, or >= Grade 3 cardiac arrhythmias noted <= 14 days prior to registration.",cardio
"Clinically significant cardiac illness including New York Heart Association (NYHA) class III or class IV heart failure, unstable angina pectoris, myocardial infarction within the past 6 months, or >= grade 3 cardiac arrhythmias noted <= 14 days prior to registration",cardio
"Clinically significant cardiac illness including New York Heart Association (NYHA) class III or class IV heart failure, unstable angina pectoris, myocardial infarction within the past 6 months, or >= grade 3 cardiac arrhythmias noted <= 14 days prior to registration.",cardio
"Clinically significant cardiovascular disease, including but not limited to acute myocardial infarction or coronary artery bypass surgery within 6 months prior to enrollment, severe or unstable angina pectoris, New York Heart Association Class III/IV congestive heart failure, ventricular arrhythmias requiring treatment, or left ventricular ejection fraction (LVEF) < 50%",cardio
"Clinically significant cardiovascular/cerebrovascular disease as follows: cerebral vascular accident/stroke ( < 6 months prior to enrollment), myocardial infarction ( < 6 months prior to enrollment), unstable angina, congestive heart failure ( >= New York Heart Association Classification Class II), or serious cardiac arrhythmia.",cardio
"Clinically significant heart disease (e.g., symptomatic congestive heart failure; uncontrolled arrhythmia, or hypertension; history of labile hypertension or poor compliance with an antihypertensive regimen).",cardio
"Clinically significant or active cardiovascular disease, including:",cardio
"Clinically significant or uncontrolled cardiac disease, including unstable angina, acute myocardial infarction within 6 months from Day 1 of study treatment administration, New York Heart Association Class III and IV congestive heart failure, and uncontrolled arrhythmia (participants with pacemaker or with atrial fibrillation and well controlled heart rate are allowed).",cardio
clinically significant valvular disease,cardio
clinically significant valvular heart disease,cardio
"Clinically significant, uncontrolled heart disease and/ or cardiac repolarization abnormalities including any of the following:",cardio
"Clinically unstable cardiac disease, including unstable atrial fibrillation, symptomatic bradycardia, unstable congestive heart failure, active myocardial ischemia, or indwelling temporary pacemaker",cardio
clinically-significant cardiac arrhythmias,cardio
congestive heart failure,cardio
Congestive heart failure (CHF) New York Heart Association (NYHA) Class II-IV or history of CHF NYHA Class III or IV.,cardio
Congestive heart failure (CHF): New York Heart Association (NYHA) Class III (moderate) or Class IV (severe) at the time of screening,cardio
"Congestive heart failure (defined as New York Heart Association Class III or IV), myocardial infarction, unstable angina, coronary angioplasty, coronary stenting, coronary artery bypass graft, cerebrovascular accident or hypertensive crisis within 6 months prior to administration of first dose of study treatment",cardio
Congestive heart failure (New York Heart Association Class III or IV),cardio
congestive heart failure (New York Heart Association Classification >= Class II).,cardio
Congestive heart failure >= Class 3 based on New York Heart Association Functional Classification,cardio
Congestive heart failure defined as New York Heart Association (NYHA) class III-IV (Attachment 2) or Hospitalization for CHF (any NYHA class) within 6 months of study Day 1,cardio
"Congestive heart failure New York Heart Association Class 3 or 4, unstable angina pectoris, serious cardiac arrhythmias.",cardio
Congestive heart failure of New York Heart Association (NYHA) class III or IV,cardio
Congestive heart failure of New York Heart Association (NYHA) Class III or IV (see Appendix 16.2).,cardio
Congestive heart failure requiring medical therapy,cardio
Congestive heart failure requiring use of ongoing maintenance therapy for life-threatening ventricular arrhythmias,cardio
Congestive heart failure with New York Heart Association class III or IV; moderate to severe objective evidence of cardiovascular disease,cardio
Corrected QT (QTc) > 470 milliseconds (msec) on a 12-lead ECG obtained during the Screening period,cardio
